Sample	MorpV	Sanger	Phylum	Class	Subclass	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Genus	Species	Feeding.Group	cp.value	SSU.nema.data	SSU.nema.qual	Sample.Type	Experiment	Sample.Control	Sample.Site	Habitat	QubitConc	Latitude	Longitude	Elevation	pH	N	P	K	OM	OC	Sand	Silt	Clay	BD	Soil.Type	Description		
SK.3.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.03	Coastal.scrub	14.2000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.3.2.Soil.Coastal.scrub3		
SK.3.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.03	Coastal.scrub	14.9000	33.602033	-117.026583	1367	6.19	5.27	7.50	94.00	2.12	1.23	67.00	19.00	14.00	1.40	Compact.Soil	SK.3.3.Soil.Coastal.scrub3		
SK.4.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.04	Riparian	1.6700	33.602817	-117.027633	1411	7.37	36.87	18.10	553.00	4.65	2.70	75.42	18.30	6.28	0.98	Not.Compact.Soil	SK.4.1.Soil.Riparian1		
SK.4.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.04	Riparian	2.1000	33.602817	-117.027633	1411	7.37	36.87	18.10	553.00	4.65	2.70	75.42	18.30	6.28	0.98	Not.Compact.Soil	SK.4.2.Soil.Riparian1		
SK.4.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.04	Riparian	2.4600	33.602817	-117.027633	1411	7.37	36.87	18.10	553.00	4.65	2.70	75.42	18.30	6.28	0.98	Not.Compact.Soil	SK.4.3.Soil.Riparian1		
SK.5.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.05	Riparian	13.2000	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	SK.5.1.Soil.Riparian2		
SK.5.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.05	Riparian	13.4000	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	SK.5.2.Soil.Riparian2		
SK.5.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.05	Riparian	13.9000	33.602967	-117.027617	1433	7.32	15.22	21.20	211.00	1.99	1.16	88.00	9.00	3.00	1.21	Not.Compact.Soil	SK.5.3.Soil.Riparian2		
SK.6.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.06	Riparian	4.1600	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	SK.6.1.Soil.Riparian3		
SK.6.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.06	Riparian	3.5400	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	SK.6.2.Soil.Riparian3		
SK.6.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.06	Riparian	3.0800	33.602917	-117.027583	1454	7.59	11.97	30.00	370.00	3.79	2.20	75.00	19.00	6.00	1.01	Not.Compact.Soil	SK.6.3.Soil.Riparian3		
SK.7.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.07	Hollyleaf.cherry	3.2000	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	SK.7.1.Soil.Hollyleaf.cherry1		
SK.7.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.07	Hollyleaf.cherry	6.3400	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	SK.7.2.Soil.Hollyleaf.cherry1		
SK.7.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.07	Hollyleaf.cherry	1.9300	33.612283	-117.044317	1644	7.14	13.22	31.40	343.00	4.46	2.58	74.00	19.00	7.00	1.00	Not.Compact.Soil	SK.7.3.Soil.Hollyleaf.cherry1		
SK.8.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.08	Hollyleaf.cherry	10.0000	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.8.1.Soil.Hollyleaf.cherry2		
SK.8.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.08	Hollyleaf.cherry	5.7000	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.8.2.Soil.Hollyleaf.cherry2		
SK.8.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.08	Hollyleaf.cherry	1.9100	33.612167	-117.0442	1651	7.10	17.52	60.40	673.00	4.32	2.50	75.00	18.00	7.00	1.09	Not.Compact.Soil	SK.8.3.Soil.Hollyleaf.cherry2		
SK.9.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.09	Hollyleaf.cherry	7.2200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.9.1.Soil.Hollyleaf.cherry3		
SK.9.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.09	Hollyleaf.cherry	4.0800	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.9.2.Soil.Hollyleaf.cherry3		
SK.9.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.09	Hollyleaf.cherry	6.2200	33.6119	-117.0441	1655	7.03	25.34	26.80	301.00	3.89	2.26	77.50	14.20	8.30	1.11	Not.Compact.Soil	SK.9.3.Soil.Hollyleaf.cherry3		
SK.10.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.10	Oak.wood	15.2000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.1.Soil.Oak.wood1		
SK.10.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.10	Oak.wood	13.0000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.2.Soil.Oak.wood1		
SK.10.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.10	Oak.wood	16.5000	33.6225	-117.019817	1837	6.77	11.29	43.10	479.00	3.72	2.16	75.34	16.30	8.36	1.10	Not.Compact.Soil	SK.10.3.Soil.Oak.wood1		
SK.11.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.11	Oak.wood	6.2200	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	SK.11.1.Soil.Oak.wood2		
SK.11.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.11	Oak.wood	14.2000	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	SK.11.2.Soil.Oak.wood2		
SK.11.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.11	Oak.wood	9.5800	33.62265	-117.019933	1831	7.24	14.12	29.20	280.00	6.39	3.70	66.00	26.00	8.00	1.00	Not.Compact.Soil	SK.11.3.Soil.Oak.wood2		
SK.12.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.12	Oak.wood	14.9000	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	SK.12.1.Soil.Oak.wood3		
SK.12.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.12	Oak.wood	15.4000	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	SK.12.2.Soil.Oak.wood3		
SK.12.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.12	Oak.wood	15.6000	33.62275	-117.020033	1830	6.65	20.77	35.80	429.00	4.35	2.52	73.00	19.00	8.00	1.16	Not.Compact.Soil	SK.12.3.Soil.Oak.wood3		
SK.13.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.13	Native.grass	18.0000	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	SK.13.1.Soil.Native.grass1		
SK.13.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.13	Native.grass	14.4000	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	SK.13.2.Soil.Native.grass1		
SK.13.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.13	Native.grass	14.5000	33.622183	-117.019	1832	6.16	16.61	6.00	251.00	1.62	0.94	67.34	22.30	10.36	1.33	Compact.Soil	SK.13.3.Soil.Native.grass1		
SK.14.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.14	Native.grass	16.2000	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	SK.14.1.Soil.Native.grass2		
SK.14.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.14	Native.grass	12.1000	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	SK.14.2.Soil.Native.grass2		
SK.14.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.14	Native.grass	12.9000	33.6222	-117.019233	1838	6.19	8.42	4.70	204.00	1.09	0.63	75.00	19.00	6.00	1.24	Compact.Soil	SK.14.3.Soil.Native.grass2		
SK.15.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.15	Native.grass	2.2400	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.1.Soil.Native.grass3		
SK.15.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.15	Native.grass	4.8400	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.2.Soil.Native.grass3		
SK.15.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.15	Native.grass	5.3200	33.622317	-117.01915	1838	6.70	5.17	13.00	114.00	1.59	0.92	69.00	19.00	12.00	1.27	Compact.Soil	SK.15.3.Soil.Native.grass3		
SK.16.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.16	Chaparral	10.6000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.1.Soil.Chaparral1		
SK.16.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.16	Chaparral	14.5000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.2.Soil.Chaparral1		
SK.16.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.16	Chaparral	11.6000	33.620883	-117.0186	1840	7.01	5.72	16.20	236.00	3.58	2.08	64.00	22.00	14.00	1.20	Compact.Soil	SK.16.3.Soil.Chaparral1		
SK.17.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.17	Chaparral	1.1100	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.1.Soil.Chaparral2		
SK.17.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.17	Chaparral	2.1000	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.2.Soil.Chaparral2		
SK.17.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.17	Chaparral	6.0400	33.621083	-117.0185	1841	6.71	14.76	18.70	321.00	3.98	2.31	63.34	24.30	12.36	1.20	Compact.Soil	SK.17.3.Soil.Chaparral2		
SK.18.1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.18	Chaparral	9.2000	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	SK.18.1.Soil.Chaparral3		
SK.18.2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.18	Chaparral	8.8800	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	SK.18.2.Soil.Chaparral3		
SK.18.3.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	Soil	Environment	True.Sample	SK.18	Chaparral	8.6800	33.62105	-117.0184	1848	6.28	3.31	4.00	125.00	2.06	1.19	71.00	20.00	9.00	1.32	Compact.Soil	SK.18.3.Soil.Chaparral3		
C1.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilBlank	Environment	Control.Sample	no.data	Soil.Blank	8.1000	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	C1.Soil.Blank		
C2.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilBlank	Environment	Control.Sample	no.data	Soil.Blank	9.6000	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	C2.Soil.Blank		
C4.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilBlank	Environment	Control.Sample	no.data	Soil.Blank	1.2700	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	C4.Soil.Blank		
C6.Soil	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilBlank	Environment	Control.Sample	no.data	Soil.Blank	0.8560	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	C6.Soil.Blank		
NegCtrlSoil.1	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilNegCtrl	Environment	Control.Sample	no.data	SoilNegCtrl	0.8140	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	NegCtrl1.Soil		
ZymoMockSoil.1	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	SoilZymoMock	Environment	True.Sample	no.data	SoilZymoMock	13.6000	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	no.data	ZymoMock1.Soil		
Nem.381	Yes	Yes	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcella	Aporcella sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	7.0400	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.382	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.1380	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.383	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Aphelenchoidea	Aphelenchoididae	Aphelenchoidinae	Aphelenchoides	Aphelenchoides sp.	Fungivores	2	included	Bad	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.4280	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.384	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Plectida	Plectina	Plectina infraorder	Plectoidea	Plectidae	Plectinae	Plectus	Plectus sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	6.0000	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.385	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Aporcelaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	5.6400	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.386	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.1220	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.387	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Sphaerularioidea	Anguinidae	Anguininae	Ditylenchus	Ditylenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.2220	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.390	Yes	No	Nematoda	Enoplea	Dorylaimia	Dorylaimida	Dorylaimina	Dorylaimina infraorder	Dorylaimoidea	Dorylaimidae	Aporcelaiminae	Aporcelaimellus	Aporcelaimellus sp.	Omnivores	5	included	Bad	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.1020	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.391	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.4920	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.392	Yes	Bad	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Medium	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.1280	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.393	Yes	No	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Tylenchomorpha	Tylenchoidea	Tylenchidae	Tylenchinae	Filenchus	Filenchus sp.	Fungivores	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	0.3960	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
Nem.394	Yes	Yes	Nematoda	Chromadorea	Chromadoria	Rhabditida	Tylenchina	Cephalobomorpha	Cephaloboidea	Cephalobidae	Cephalobinae	Acrobeloides	Acrobeloides sp.	Bacterivores 	2	included	Good	SingleWorm	Microbiome	True.Sample	SK.01	Coastal.scrub	4.4200	33.601967	-117.026633	1272	5.88	4.28	8.40	117.00	1.70	0.99	74.00	15.00	11.00	1.34	Compact.Soil	SK.01.Coastal.scrub1		
